IATA,ICAO,Airport name,Country,City,Information
ANI,PANI,Aniak,United States of America,Aniak,https://www.worlddata.info/america/usa/airports.php
ANJ,FCBZ,Zanaga,Republic of the Congo,Zanaga,https://www.worlddata.info/africa/congo-brazzaville/airports.php
ANL,,Andulo,Angola,Andulo,https://www.worlddata.info/africa/angola/airports.php
ANM,FMNH,Antsirabe,Madagascar,Antsirabe,https://www.worlddata.info/africa/madagascar/airports.php
ANN,PANT,Annette Island,United States of America,Metlakatla,https://www.worlddata.info/america/usa/airports.php
ANO,FQAG,Angoche,Mozambique,Angoche,https://www.worlddata.info/africa/mozambique/airports.php
ANP,KANP,Lee,United States of America,Annapolis,https://www.worlddata.info/america/usa/airports.php
ANQ,KANQ,Tri State Steuben County,United States of America,Angola,https://www.worlddata.info/america/usa/airports.php
ANR,EBAW,Antwerp Intl (Deurne),Belgium,Antwerp,https://www.worlddata.info/europe/belgium/airports.php
ANS,SPHY,Andahuaylas,Peru,Andahuaylas,https://www.worlddata.info/america/peru/airports.php
ANU,TAPA,V. C. Bird Intl,Antigua and Barbuda,Osbourn,https://www.worlddata.info/america/antigua-barbuda/airports.php
ANV,PANV,Anvik,United States of America,Anvik,https://www.worlddata.info/america/usa/airports.php
ANW,KANW,Ainsworth Regional,United States of America,Ainsworth,https://www.worlddata.info/america/usa/airports.php
ANX,ENAN,"Andøya, Andenes",Norway,Andenes,https://www.worlddata.info/europe/norway/airports.php
ANY,KANY,Anthony Mun,United States of America,Anthony,https://www.worlddata.info/america/usa/airports.php
ANZ,,Angus Downs,Australia,Angus Downs Station,https://www.worlddata.info/oceania/australia/airports.php
AOB,,Annanberg,Papua New Guinea,,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
AOC,EDAC,Leipzig-Altenburg,Germany,Nobitz,https://www.worlddata.info/europe/germany/airports.php
AOD,,Abou-Deïa,Chad,Abou-Deïa,https://www.worlddata.info/africa/chad/airports.php
AOE,LTBY,Hasan Polatkan,Turkey,Eskişehir,https://www.worlddata.info/asia/turkey/airports.php
AOG,ZYAS,Anshan Teng'ao / Anshan Air Base,China,Anshan,https://www.worlddata.info/asia/china/airports.php
AOH,KAOH,Lima Allen County,United States of America,Lima,https://www.worlddata.info/america/usa/airports.php
AOI,LIPY,Marche,Italy,Falconara Marittima (AN),https://www.worlddata.info/europe/italy/airports.php
AOJ,RJSA,Aomori,Japan,Aomori,https://www.worlddata.info/asia/japan/airports.php
AOK,LGKP,Karpathos,Greece,Karpathos Island,https://www.worlddata.info/europe/greece/airports.php
AOL,SARL,Paso De Los Libres,Argentina,Paso de los Libres,https://www.worlddata.info/america/argentina/airports.php
AOM,,Adam,Oman,Adam,https://www.worlddata.info/asia/oman/airports.php
AOO,KAOO,Altoona Blair County,United States of America,Altoona,https://www.worlddata.info/america/usa/airports.php
AOP,SPAS,Alferez FAP Alfredo Vladimir Sara Bauer,Peru,Andoas,https://www.worlddata.info/america/peru/airports.php
AOR,WMKA,Sultan Abdul Halim,Malaysia,Alor Satar,https://www.worlddata.info/asia/malaysia/airports.php
AOT,LIMW,Aosta Corrado Gex,Italy,Saint-Christophe (AO),https://www.worlddata.info/europe/italy/airports.php
AOU,VLAP,Attopeu,Laos,Attopeu,https://www.worlddata.info/asia/laos/airports.php
APA,KAPA,Centennial,United States of America,Denver,https://www.worlddata.info/america/usa/airports.php
APB,SLAP,Apolo,Bolivia,Apolo,https://www.worlddata.info/america/bolivia/airports.php
APC,KAPC,Napa County,United States of America,Napa,https://www.worlddata.info/america/usa/airports.php
APF,KAPF,Naples Mun,United States of America,Naples,https://www.worlddata.info/america/usa/airports.php
APG,KAPG,Phillips Army Air Field,United States of America,Aberdeen,https://www.worlddata.info/america/usa/airports.php
APH,KAPH,Mary Walker LZ,United States of America,Bowling Green,https://www.worlddata.info/america/usa/airports.php
APJ,,Ali Pulan,China,Burang Town,https://www.worlddata.info/asia/china/airports.php
APK,NTGD,Apataki,French Polynesia,Apataki,https://www.worlddata.info/oceania/french-polynesia/airports.php
APL,FQNP,Nampula,Mozambique,Nampula,https://www.worlddata.info/africa/mozambique/airports.php
APN,KAPN,Alpena County Regional,United States of America,Alpena,https://www.worlddata.info/america/usa/airports.php
APO,SKLC,Antonio Roldán Betancur,Colombia,Carepa,https://www.worlddata.info/america/colombia/airports.php
APP,,Asapa,Papua New Guinea,,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
APQ,SNAL,Arapiraca,Brazil,Arapiraca,https://www.worlddata.info/america/brazil/airports.php
APR,,April River,Papua New Guinea,April River,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
APS,SWNS,Anápolis,Brazil,Anápolis,https://www.worlddata.info/america/brazil/airports.php
APT,KAPT,Marion County - Brown Field,United States of America,Jasper,https://www.worlddata.info/america/usa/airports.php
APU,SSAP,Captain João Busse,Brazil,Apucarana,https://www.worlddata.info/america/brazil/airports.php
APV,KAPV,Apple Valley,United States of America,Apple Valley,https://www.worlddata.info/america/usa/airports.php
APW,NSFA,Faleolo Intl,Samoa,Apia,https://www.worlddata.info/oceania/samoa/airports.php
APX,SSOG,Arapongas,Brazil,Arapongas,https://www.worlddata.info/america/brazil/airports.php
APY,SNAI,Alto Parnaíba,Brazil,Alto Parnaíba,https://www.worlddata.info/america/brazil/airports.php
APZ,SAHZ,Zapala,Argentina,Zapala,https://www.worlddata.info/america/argentina/airports.php
AQA,SBAQ,Araraquara,Brazil,Araraquara,https://www.worlddata.info/america/brazil/airports.php
AQB,MGQC,Quiché,Guatemala,Santa Cruz del Quiché,https://www.worlddata.info/america/guatemala/airports.php
AQG,ZSAQ,Anqing Tianzhushan / Anqing North Air Base,China,Anqing,https://www.worlddata.info/asia/china/airports.php
AQI,OEPA,Qaisumah-Hafar Al-Batin Intl,Saudi Arabia,Qaisumah,https://www.worlddata.info/asia/saudi-arabia/airports.php
AQJ,OJAQ,King Hussein Intl,Jordan,Aqaba,https://www.worlddata.info/asia/jordan/airports.php
AQP,SPQU,Rodríguez Ballón Intl,Peru,Arequipa,https://www.worlddata.info/america/peru/airports.php
AQY,,Girdwood-Alyeska,United States of America,Girdwood,https://www.worlddata.info/america/usa/airports.php
ARA,KARA,Acadiana Regional,United States of America,New Iberia,https://www.worlddata.info/america/usa/airports.php
ARB,KARB,Ann Arbor Mun,United States of America,Ann Arbor,https://www.worlddata.info/america/usa/airports.php
ARC,PARC,Arctic Village,United States of America,Arctic Village,https://www.worlddata.info/america/usa/airports.php
ARD,WATM,Alor Island - Mali,Indonesia,Kabola,https://www.worlddata.info/asia/indonesia/airports.php
ARE,TJAB,Antonio Nery Juarbe Pol,Puerto Rico,Arecibo,https://www.worlddata.info/america/puerto-rico/airports.php
ARF,,Acaricuara,Colombia,Acaricuara,https://www.worlddata.info/america/colombia/airports.php
ARG,KARG,Walnut Ridge Regional,United States of America,Walnut Ridge,https://www.worlddata.info/america/usa/airports.php
ARH,ULAA,Talagi,Russia,Archangelsk,https://www.worlddata.info/europe/russia/airports.php
ARI,SCAR,Chacalluta Intl,Chile,Arica,https://www.worlddata.info/america/chile/airports.php
ARK,HTAR,Arusha,Tanzania,Arusha,https://www.worlddata.info/africa/tanzania/airports.php
ARL,DFER,Arly,Burkina Faso,Arly,https://www.worlddata.info/africa/burkina-faso/airports.php
ARM,YARM,Armidale,Australia,Armidale,https://www.worlddata.info/oceania/australia/airports.php
ARN,ESSA,Stockholm-Arlanda,Sweden,Stockholm,https://www.worlddata.info/europe/sweden/airports.php
ARO,,Arboletes,Colombia,Arboletes,https://www.worlddata.info/america/colombia/airports.php
ARP,,Aragip,Papua New Guinea,,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
ARR,SAVR,D. Casimiro Szlapelis,Argentina,Alto Rio Senguerr,https://www.worlddata.info/america/argentina/airports.php
ARS,SJVO,Aragarças,Brazil,Aragarças,https://www.worlddata.info/america/brazil/airports.php
ART,KART,Watertown Intl,United States of America,Watertown,https://www.worlddata.info/america/usa/airports.php
ARU,SBAU,Araçatuba,Brazil,Araçatuba,https://www.worlddata.info/america/brazil/airports.php
ARV,KARV,Lakeland Noble F Lee Memorial Field,United States of America,Woodruff,https://www.worlddata.info/america/usa/airports.php
ARW,LRAR,Arad Intl,Romania,Arad,https://www.worlddata.info/europe/romania/airports.php
ARX,SBAC,Aracati Dragão do Mar Regional,Brazil,Aracati,https://www.worlddata.info/america/brazil/airports.php
ARY,YARA,Ararat,Australia,Ararat,https://www.worlddata.info/oceania/australia/airports.php
ARZ,FNZE,N'zeto,Angola,N'zeto,https://www.worlddata.info/africa/angola/airports.php
ASA,HHSB,Assab Intl,Eritrea,Assab,https://www.worlddata.info/africa/eritrea/airports.php
ASB,UTAA,Ashgabat Intl,Turkmenistan,Ashgabat,https://www.worlddata.info/asia/turkmenistan/airports.php
ASC,SLAS,Ascención de Guarayos,Bolivia,Ascensión de Guarayos,https://www.worlddata.info/america/bolivia/airports.php
ASD,MYAF,Andros Town,Bahamas,Andros Town,https://www.worlddata.info/america/bahamas/airports.php
ASE,KASE,Aspen-Pitkin County (Sardy Field),United States of America,Aspen,https://www.worlddata.info/america/usa/airports.php
ASF,URWA,Astrakhan Narimanovo Boris M. Kustodiev Intl,Russia,Astrakhan,https://www.worlddata.info/europe/russia/airports.php
ASG,NZAS,Ashburton,New Zealand,Ashburton,https://www.worlddata.info/oceania/new-zealand/airports.php
ASH,KASH,Nashua / Boire Field,United States of America,Nashua,https://www.worlddata.info/america/usa/airports.php
ASI,FHAW,RAF Ascension Island,"Saint Helena, Ascension and Tristan da Cunha",Cat Hill,https://www.worlddata.info/africa/saint-helena/airports.php
ASJ,RJKA,Amami,Japan,Amami,https://www.worlddata.info/asia/japan/airports.php
ASK,DIYO,Yamoussoukro Intl,Ivory Coast,Yamoussoukro,https://www.worlddata.info/africa/ivory-coast/airports.php
ASL,KASL,Harrison County,United States of America,Marshall,https://www.worlddata.info/america/usa/airports.php
ASM,HHAS,Asmara Intl,Eritrea,Asmara,https://www.worlddata.info/africa/eritrea/airports.php
ASN,KASN,Talladega Mun,United States of America,Talladega,https://www.worlddata.info/america/usa/airports.php
ASO,HASO,Asosa,Ethiopia,Asosa,https://www.worlddata.info/africa/ethiopia/airports.php
ASP,YBAS,Alice Springs,Australia,Alice Springs,https://www.worlddata.info/oceania/australia/airports.php
ASQ,,Austin,United States of America,Austin,https://www.worlddata.info/america/usa/airports.php
ASR,LTAU,Kayseri Erkilet Intl,Turkey,Kayseri,https://www.worlddata.info/asia/turkey/airports.php
ASS,FACC,Arathusa Safari Lodge,South Africa,Arathusa,https://www.worlddata.info/africa/south-africa/airports.php
AST,KAST,Astoria Regional,United States of America,Astoria,https://www.worlddata.info/america/usa/airports.php
ASU,SGAS,Silvio Pettirossi Intl,Paraguay,Asunción,https://www.worlddata.info/america/paraguay/airports.php
ASV,HKAM,Amboseli,Kenya,Ol Tukai,https://www.worlddata.info/africa/kenya/airports.php
ASW,HESN,Aswan Intl,Egypt,Aswan,https://www.worlddata.info/africa/egypt/airports.php
ASX,KASX,John F Kennedy Memorial,United States of America,Ashland,https://www.worlddata.info/america/usa/airports.php
ASY,KASY,Ashley Mun,United States of America,Ashley,https://www.worlddata.info/america/usa/airports.php
ASZ,,Asirim,Papua New Guinea,,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
ATA,SPHZ,Comandante FAP German Arias Graziani,Peru,Anta,https://www.worlddata.info/america/peru/airports.php
ATB,HSAT,Atbara,Sudan,Atbara,https://www.worlddata.info/africa/sudan/airports.php
ATC,MYCA,Arthur's Town,Bahamas,Arthur's Town,https://www.worlddata.info/america/bahamas/airports.php
ATD,AGAT,Uru Harbour,Solomon Islands,Atoifi,https://www.worlddata.info/oceania/solomon-islands/airports.php
ATE,,Antlers Mun,United States of America,Antlers,https://www.worlddata.info/america/usa/airports.php
ATF,SEAM,Chachoán Regional,Ecuador,Ambato,https://www.worlddata.info/america/ecuador/airports.php
ATH,LGAV,Athens Eleftherios Venizelos Intl,Greece,Spata-Artemida,https://www.worlddata.info/europe/greece/airports.php
ATI,SUAG,Artigas Intl,Uruguay,Artigas,https://www.worlddata.info/america/uruguay/airports.php
ATJ,FMME,Antsirabe,Madagascar,Antsirabe,https://www.worlddata.info/africa/madagascar/airports.php
ATK,PATQ,Atqasuk Edward Burnell Sr Memorial,United States of America,Atqasuk,https://www.worlddata.info/america/usa/airports.php
ATL,KATL,Hartsfield Jackson Atlanta Intl,United States of America,Atlanta,https://www.worlddata.info/america/usa/airports.php
ATM,SBHT,Altamira Interstate,Brazil,Altamira,https://www.worlddata.info/america/brazil/airports.php
ATN,,Namatanai,Papua New Guinea,Namatanai,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
ATO,KUNI,Ohio University,United States of America,Albany,https://www.worlddata.info/america/usa/airports.php
ATP,,Aitape,Papua New Guinea,Aitape,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
ATQ,VIAR,Sri Guru Ram Das Ji Intl,India,Amritsar,https://www.worlddata.info/asia/india/airports.php
ATR,GQPA,Atar Intl,Mauritania,Atar,https://www.worlddata.info/africa/mauritania/airports.php
ATS,KATS,Artesia Mun,United States of America,Artesia,https://www.worlddata.info/america/usa/airports.php
ATT,,Atmautluak,United States of America,Atmautluak,https://www.worlddata.info/america/usa/airports.php
ATV,FTTI,Ati,Chad,Ati,https://www.worlddata.info/africa/chad/airports.php
ATW,KATW,Appleton Intl,United States of America,Appleton,https://www.worlddata.info/america/usa/airports.php
ATX,,Atbasar,Kazakhstan,Atbasar,https://www.worlddata.info/asia/kazakhstan/airports.php
ATY,KATY,Watertown Regional,United States of America,Watertown,https://www.worlddata.info/america/usa/airports.php
ATZ,HEAT,Asyut Intl,Egypt,Asyut,https://www.worlddata.info/africa/egypt/airports.php
AUA,TNCA,Queen Beatrix Intl,Aruba,Oranjestad,https://www.worlddata.info/america/aruba/airports.php
AUC,SKUC,Santiago Perez,Colombia,Arauca,https://www.worlddata.info/america/colombia/airports.php
AUD,YAGD,Augustus Downs,Australia,,https://www.worlddata.info/oceania/australia/airports.php
AUE,,Abu Rudeis,Egypt,Ras Abu Rudeis,https://www.worlddata.info/africa/egypt/airports.php
AUF,LFLA,Auxerre Branches,France,Auxerre,https://www.worlddata.info/europe/france/airports.php
AUG,KAUG,Augusta State,United States of America,Augusta,https://www.worlddata.info/america/usa/airports.php
AUH,OMAA,Zayed Intl,United Arab Emirates,Abu Dhabi,https://www.worlddata.info/asia/arab-emirates/airports.php
AUI,,Aua Island,Papua New Guinea,Aua Island,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
AUJ,,Ambunti,Papua New Guinea,Ambunti,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
AUK,PAUK,Alakanuk,United States of America,Alakanuk,https://www.worlddata.info/america/usa/airports.php
AUL,,Aur Island,Marshall Islands,Aur Atoll,https://www.worlddata.info/oceania/marshall-islands/airports.php
AUM,KAUM,Austin Mun,United States of America,Austin,https://www.worlddata.info/america/usa/airports.php
AUN,KAUN,Auburn Mun,United States of America,Auburn,https://www.worlddata.info/america/usa/airports.php
AUO,KAUO,Auburn University Regional,United States of America,Auburn,https://www.worlddata.info/america/usa/airports.php
AUP,,Agaun,Papua New Guinea,,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
AUQ,NTMN,Hiva Oa-Atuona,French Polynesia,Hiva Oa Island,https://www.worlddata.info/oceania/french-polynesia/airports.php
AUR,LFLW,Aurillac,France,Aurillac,https://www.worlddata.info/europe/france/airports.php
AUS,KAUS,Austin Bergstrom Intl,United States of America,Austin,https://www.worlddata.info/america/usa/airports.php
AUT,WPAT,Atauro,East Timor,Vila,https://www.worlddata.info/asia/east-timor/airports.php
AUU,YAUR,Aurukun,Australia,Aurukun,https://www.worlddata.info/oceania/australia/airports.php
AUV,,Aumo,Papua New Guinea,Aumo,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
AUW,KAUW,Wausau Downtown,United States of America,Wausau,https://www.worlddata.info/america/usa/airports.php
AUX,SWGN,Araguaína,Brazil,Araguaína,https://www.worlddata.info/america/brazil/airports.php
AUY,NVVA,Aneityum,Vanuatu,Anatom Island,https://www.worlddata.info/oceania/vanuatu/airports.php
AUZ,KARR,Aurora Mun,United States of America,Chicago/Aurora,https://www.worlddata.info/america/usa/airports.php
AVA,ZUAS,Anshun Huangguoshu,China,Anshun (Xixiu),https://www.worlddata.info/asia/china/airports.php
AVG,YAUV,Auvergne,Australia,Auvergne Station,https://www.worlddata.info/oceania/australia/airports.php
AVI,MUCA,Máximo Gómez,Cuba,Ciro Redondo,https://www.worlddata.info/america/cuba/airports.php
AVK,ZMAH,Arvaikheer,Mongolia,Arvaikheer,https://www.worlddata.info/asia/mongolia/airports.php
AVL,KAVL,Asheville Regional,United States of America,Asheville,https://www.worlddata.info/america/usa/airports.php
AVN,LFMV,Avignon Caumont,France,Avignon,https://www.worlddata.info/europe/france/airports.php
AVO,KAVO,Avon Park Executive,United States of America,Avon Park,https://www.worlddata.info/america/usa/airports.php
AVP,KAVP,Wilkes-Barre/Scranton Intl,United States of America,Wilkes-Barre/Scranton,https://www.worlddata.info/america/usa/airports.php
AVU,AGGJ,Avu Avu,Solomon Islands,Avu Avu,https://www.worlddata.info/oceania/solomon-islands/airports.php
AVV,YMAV,Melbourne Avalon Intl,Australia,Geelong/Melbourne,https://www.worlddata.info/oceania/australia/airports.php
AVW,KAVQ,Marana Regional,United States of America,Marana,https://www.worlddata.info/america/usa/airports.php
AVX,KAVX,Catalina,United States of America,Avalon,https://www.worlddata.info/america/usa/airports.php
AWA,HALA,Hawassa Intl,Ethiopia,Hawassa,https://www.worlddata.info/africa/ethiopia/airports.php
AWB,,Awaba,Papua New Guinea,Awaba,https://www.worlddata.info/oceania/papua-new-guinea/airports.php
